Position,Decimal,Name,Appearance
0x0F68,3944,TIBETAN LETTER A,ཨ
0x0F69,3945,TIBETAN LETTER KSSA,ཀྵ
0x0F6A,3946,TIBETAN LETTER FIXED-FORM RA,ཪ
0x0F71,3953,TIBETAN VOWEL SIGN AA,ཱ
0x0F72,3954,TIBETAN VOWEL SIGN I,ི
0x0F73,3955,TIBETAN VOWEL SIGN II,ཱི
0x0F74,3956,TIBETAN VOWEL SIGN U,ུ
0x0F75,3957,TIBETAN VOWEL SIGN UU,ཱུ
0x0F76,3958,TIBETAN VOWEL SIGN VOCALIC R,ྲྀ
0x0F77,3959,TIBETAN VOWEL SIGN VOCALIC RR,ཷ
0x0F78,3960,TIBETAN VOWEL SIGN VOCALIC L,ླྀ
0x0F79,3961,TIBETAN VOWEL SIGN VOCALIC LL,ཹ
0x0F7A,3962,TIBETAN VOWEL SIGN E,ེ
0x0F7B,3963,TIBETAN VOWEL SIGN EE,ཻ
0x0F7C,3964,TIBETAN VOWEL SIGN O,ོ
0x0F7D,3965,TIBETAN VOWEL SIGN OO,ཽ
0x0F7E,3966,TIBETAN SIGN RJES SU NGA RO,ཾ
0x0F7F,3967,TIBETAN SIGN RNAM BCAD,ཿ
0x0F80,3968,TIBETAN VOWEL SIGN REVERSED I,ྀ
0x0F81,3969,TIBETAN VOWEL SIGN REVERSED II,ཱྀ
0x0F82,3970,TIBETAN SIGN NYI ZLA NAA DA,ྂ
0x0F83,3971,TIBETAN SIGN SNA LDAN,ྃ
0x0F84,3972,TIBETAN MARK HALANTA,྄
0x0F85,3973,TIBETAN MARK PALUTA,྅
0x0F86,3974,TIBETAN SIGN LCI RTAGS,྆
0x0F87,3975,TIBETAN SIGN YANG RTAGS,྇
0x0F88,3976,TIBETAN SIGN LCE TSA CAN,ྈ
0x0F89,3977,TIBETAN SIGN MCHU CAN,ྉ
0x0F8A,3978,TIBETAN SIGN GRU CAN RGYINGS,ྊ
0x0F8B,3979,TIBETAN SIGN GRU MED RGYINGS,ྋ
0x0F90,3984,TIBETAN SUBJOINED LETTER KA,ྐ
0x0F91,3985,TIBETAN SUBJOINED LETTER KHA,ྑ
0x0F92,3986,TIBETAN SUBJOINED LETTER GA,ྒ
0x0F93,3987,TIBETAN SUBJOINED LETTER GHA,ྒྷ
0x0F94,3988,TIBETAN SUBJOINED LETTER NGA,ྔ
0x0F95,3989,TIBETAN SUBJOINED LETTER CA,ྕ
0x0F96,3990,TIBETAN SUBJOINED LETTER CHA,ྖ
0x0F97,3991,TIBETAN SUBJOINED LETTER JA,ྗ
0x0F99,3993,TIBETAN SUBJOINED LETTER NYA,ྙ
0x0F9A,3994,TIBETAN SUBJOINED LETTER TTA,ྚ
0x0F9B,3995,TIBETAN SUBJOINED LETTER TTHA,ྛ
0x0F9C,3996,TIBETAN SUBJOINED LETTER DDA,ྜ
0x0F9D,3997,TIBETAN SUBJOINED LETTER DDHA,ྜྷ
0x0F9E,3998,TIBETAN SUBJOINED LETTER NNA,ྞ
0x0F9F,3999,TIBETAN SUBJOINED LETTER TA,ྟ
0x0FA0,4000,TIBETAN SUBJOINED LETTER THA,ྠ
0x0FA1,4001,TIBETAN SUBJOINED LETTER DA,ྡ
0x0FA2,4002,TIBETAN SUBJOINED LETTER DHA,ྡྷ
0x0FA3,4003,TIBETAN SUBJOINED LETTER NA,ྣ
0x0FA4,4004,TIBETAN SUBJOINED LETTER PA,ྤ
0x0FA5,4005,TIBETAN SUBJOINED LETTER PHA,ྥ
0x0FA6,4006,TIBETAN SUBJOINED LETTER BA,ྦ
0x0FA7,4007,TIBETAN SUBJOINED LETTER BHA,ྦྷ
0x0FA8,4008,TIBETAN SUBJOINED LETTER MA,ྨ
0x0FA9,4009,TIBETAN SUBJOINED LETTER TSA,ྩ
0x0FAA,4010,TIBETAN SUBJOINED LETTER TSHA,ྪ
0x0FAB,4011,TIBETAN SUBJOINED LETTER DZA,ྫ
0x0FAC,4012,TIBETAN SUBJOINED LETTER DZHA,ྫྷ
0x0FAD,4013,TIBETAN SUBJOINED LETTER WA,ྭ
0x0FAE,4014,TIBETAN SUBJOINED LETTER ZHA,ྮ
0x0FAF,4015,TIBETAN SUBJOINED LETTER ZA,ྯ
0x0FB0,4016,TIBETAN SUBJOINED LETTER -A,ྰ
0x0FB1,4017,TIBETAN SUBJOINED LETTER YA,ྱ
0x0FB2,4018,TIBETAN SUBJOINED LETTER RA,ྲ
0x0FB3,4019,TIBETAN SUBJOINED LETTER LA,ླ
0x0FB4,4020,TIBETAN SUBJOINED LETTER SHA,ྴ
0x0FB5,4021,TIBETAN SUBJOINED LETTER SSA,ྵ
0x0FB6,4022,TIBETAN SUBJOINED LETTER SA,ྶ
0x0FB7,4023,TIBETAN SUBJOINED LETTER HA,ྷ
0x0FB8,4024,TIBETAN SUBJOINED LETTER A,ྸ
0x0FB9,4025,TIBETAN SUBJOINED LETTER KSSA,ྐྵ
0x0FBA,4026,TIBETAN SUBJOINED LETTER FIXED-FORM WA,ྺ
0x0FBB,4027,TIBETAN SUBJOINED LETTER FIXED-FORM YA,ྻ
0x0FBC,4028,TIBETAN SUBJOINED LETTER FIXED-FORM RA,ྼ
0x0FBE,4030,TIBETAN KU RU KHA,྾
0x0FBF,4031,TIBETAN KU RU KHA BZHI MIG CAN,྿
0x0FC0,4032,TIBETAN CANTILLATION SIGN HEAVY BEAT,࿀
0x0FC1,4033,TIBETAN CANTILLATION SIGN LIGHT BEAT,࿁
0x0FC2,4034,TIBETAN CANTILLATION SIGN CANG TE-U,࿂
0x0FC3,4035,TIBETAN CANTILLATION SIGN SBUB -CHAL,࿃
0x0FC4,4036,TIBETAN SYMBOL DRIL BU,࿄
0x0FC5,4037,TIBETAN SYMBOL RDO RJE,࿅
0x0FC6,4038,TIBETAN SYMBOL PADMA GDAN,࿆
0x0FC7,4039,TIBETAN SYMBOL RDO RJE RGYA GRAM,࿇
0x0FC8,4040,TIBETAN SYMBOL PHUR PA,࿈
0x0FC9,4041,TIBETAN SYMBOL NOR BU,࿉
0x0FCA,4042,TIBETAN SYMBOL NOR BU NYIS -KHYIL,࿊
0x0FCB,4043,TIBETAN SYMBOL NOR BU GSUM -KHYIL,࿋
0x0FCC,4044,TIBETAN SYMBOL NOR BU BZHI -KHYIL,࿌
0x0FCF,4047,TIBETAN SIGN RDEL NAG GSUM,࿏
,,,
0x1000,4096,MYANMAR LETTER KA,က
0x1001,4097,MYANMAR LETTER KHA,ခ
0x1002,4098,MYANMAR LETTER GA,ဂ
0x1003,4099,MYANMAR LETTER GHA,ဃ
0x1004,4100,MYANMAR LETTER NGA,င
0x1005,4101,MYANMAR LETTER CA,စ
0x1006,4102,MYANMAR LETTER CHA,ဆ
0x1007,4103,MYANMAR LETTER JA,ဇ
0x1008,4104,MYANMAR LETTER JHA,ဈ
0x1009,4105,MYANMAR LETTER NYA,ဉ
0x100A,4106,MYANMAR LETTER NNYA,ည
0x100B,4107,MYANMAR LETTER TTA,ဋ
0x100C,4108,MYANMAR LETTER TTHA,ဌ
0x100D,4109,MYANMAR LETTER DDA,ဍ
0x100E,4110,MYANMAR LETTER DDHA,ဎ
0x100F,4111,MYANMAR LETTER NNA,ဏ
0x1010,4112,MYANMAR LETTER TA,တ
0x1011,4113,MYANMAR LETTER THA,ထ
0x1012,4114,MYANMAR LETTER DA,ဒ
0x1013,4115,MYANMAR LETTER DHA,ဓ
0x1014,4116,MYANMAR LETTER NA,န
0x1015,4117,MYANMAR LETTER PA,ပ
0x1016,4118,MYANMAR LETTER PHA,ဖ
0x1017,4119,MYANMAR LETTER BA,ဗ
0x1018,4120,MYANMAR LETTER BHA,ဘ
0x1019,4121,MYANMAR LETTER MA,မ
0x101A,4122,MYANMAR LETTER YA,ယ
0x101B,4123,MYANMAR LETTER RA,ရ
0x101C,4124,MYANMAR LETTER LA,လ
0x101D,4125,MYANMAR LETTER WA,ဝ
0x101E,4126,MYANMAR LETTER SA,သ
0x101F,4127,MYANMAR LETTER HA,ဟ
0x1020,4128,MYANMAR LETTER LLA,ဠ
0x1021,4129,MYANMAR LETTER A,အ
0x1023,4131,MYANMAR LETTER I,ဣ
0x1024,4132,MYANMAR LETTER II,ဤ
0x1025,4133,MYANMAR LETTER U,ဥ
0x1026,4134,MYANMAR LETTER UU,ဦ
0x1027,4135,MYANMAR LETTER E,ဧ
0x1029,4137,MYANMAR LETTER O,ဩ
0x102A,4138,MYANMAR LETTER AU,ဪ
0x102C,4140,MYANMAR VOWEL SIGN AA,ာ
0x102D,4141,MYANMAR VOWEL SIGN I,ိ
0x102E,4142,MYANMAR VOWEL SIGN II,ီ
0x102F,4143,MYANMAR VOWEL SIGN U,ု
0x1030,4144,MYANMAR VOWEL SIGN UU,ူ
0x1031,4145,MYANMAR VOWEL SIGN E,ေ
0x1032,4146,MYANMAR VOWEL SIGN AI,ဲ
0x1036,4150,MYANMAR SIGN ANUSVARA,ံ
0x1037,4151,MYANMAR SIGN DOT BELOW,့
0x1038,4152,MYANMAR SIGN VISARGA,း
0x1039,4153,MYANMAR SIGN VIRAMA,္
0x1040,4160,MYANMAR DIGIT ZERO,၀
0x1041,4161,MYANMAR DIGIT ONE,၁
0x1042,4162,MYANMAR DIGIT TWO,၂
0x1043,4163,MYANMAR DIGIT THREE,၃
0x1044,4164,MYANMAR DIGIT FOUR,၄
0x1045,4165,MYANMAR DIGIT FIVE,၅
0x1046,4166,MYANMAR DIGIT SIX,၆
0x1047,4167,MYANMAR DIGIT SEVEN,၇
0x1048,4168,MYANMAR DIGIT EIGHT,၈
0x1049,4169,MYANMAR DIGIT NINE,၉
0x104A,4170,MYANMAR SIGN LITTLE SECTION,၊
0x104B,4171,MYANMAR SIGN SECTION,။
0x104C,4172,MYANMAR SYMBOL LOCATIVE,၌
0x104D,4173,MYANMAR SYMBOL COMPLETED,၍
0x104E,4174,MYANMAR SYMBOL AFOREMENTIONED,၎
0x104F,4175,MYANMAR SYMBOL GENITIVE,၏
0x1050,4176,MYANMAR LETTER SHA,ၐ
0x1051,4177,MYANMAR LETTER SSA,ၑ
0x1052,4178,MYANMAR LETTER VOCALIC R,ၒ
0x1053,4179,MYANMAR LETTER VOCALIC RR,ၓ
0x1054,4180,MYANMAR LETTER VOCALIC L,ၔ
0x1055,4181,MYANMAR LETTER VOCALIC LL,ၕ
0x1056,4182,MYANMAR VOWEL SIGN VOCALIC R,ၖ
0x1057,4183,MYANMAR VOWEL SIGN VOCALIC RR,ၗ
0x1058,4184,MYANMAR VOWEL SIGN VOCALIC L,ၘ
0x1059,4185,MYANMAR VOWEL SIGN VOCALIC LL,ၙ
,,,
0x10A0,4256,GEORGIAN CAPITAL LETTER AN,Ⴀ
0x10A1,4257,GEORGIAN CAPITAL LETTER BAN,Ⴁ
0x10A2,4258,GEORGIAN CAPITAL LETTER GAN,Ⴂ
0x10A3,4259,GEORGIAN CAPITAL LETTER DON,Ⴃ
0x10A4,4260,GEORGIAN CAPITAL LETTER EN,Ⴄ
0x10A5,4261,GEORGIAN CAPITAL LETTER VIN,Ⴅ
0x10A6,4262,GEORGIAN CAPITAL LETTER ZEN,Ⴆ
0x10A7,4263,GEORGIAN CAPITAL LETTER TAN,Ⴇ
0x10A8,4264,GEORGIAN CAPITAL LETTER IN,Ⴈ
0x10A9,4265,GEORGIAN CAPITAL LETTER KAN,Ⴉ
0x10AA,4266,GEORGIAN CAPITAL LETTER LAS,Ⴊ
0x10AB,4267,GEORGIAN CAPITAL LETTER MAN,Ⴋ
0x10AC,4268,GEORGIAN CAPITAL LETTER NAR,Ⴌ
0x10AD,4269,GEORGIAN CAPITAL LETTER ON,Ⴍ
0x10AE,4270,GEORGIAN CAPITAL LETTER PAR,Ⴎ
0x10AF,4271,GEORGIAN CAPITAL LETTER ZHAR,Ⴏ
0x10B0,4272,GEORGIAN CAPITAL LETTER RAE,Ⴐ
0x10B1,4273,GEORGIAN CAPITAL LETTER SAN,Ⴑ
0x10B2,4274,GEORGIAN CAPITAL LETTER TAR,Ⴒ
0x10B3,4275,GEORGIAN CAPITAL LETTER UN,Ⴓ
0x10B4,4276,GEORGIAN CAPITAL LETTER PHAR,Ⴔ
0x10B5,4277,GEORGIAN CAPITAL LETTER KHAR,Ⴕ
0x10B6,4278,GEORGIAN CAPITAL LETTER GHAN,Ⴖ
0x10B7,4279,GEORGIAN CAPITAL LETTER QAR,Ⴗ
0x10B8,4280,GEORGIAN CAPITAL LETTER SHIN,Ⴘ
0x10B9,4281,GEORGIAN CAPITAL LETTER CHIN,Ⴙ
0x10BA,4282,GEORGIAN CAPITAL LETTER CAN,Ⴚ
0x10BB,4283,GEORGIAN CAPITAL LETTER JIL,Ⴛ
0x10BC,4284,GEORGIAN CAPITAL LETTER CIL,Ⴜ
0x10BD,4285,GEORGIAN CAPITAL LETTER CHAR,Ⴝ
0x10BE,4286,GEORGIAN CAPITAL LETTER XAN,Ⴞ
0x10BF,4287,GEORGIAN CAPITAL LETTER JHAN,Ⴟ
0x10C0,4288,GEORGIAN CAPITAL LETTER HAE,Ⴠ
0x10C1,4289,GEORGIAN CAPITAL LETTER HE,Ⴡ
0x10C2,4290,GEORGIAN CAPITAL LETTER HIE,Ⴢ
0x10C3,4291,GEORGIAN CAPITAL LETTER WE,Ⴣ
0x10C4,4292,GEORGIAN CAPITAL LETTER HAR,Ⴤ
0x10C5,4293,GEORGIAN CAPITAL LETTER HOE,Ⴥ
0x10D0,4304,GEORGIAN LETTER AN,ა
0x10D1,4305,GEORGIAN LETTER BAN,ბ
0x10D2,4306,GEORGIAN LETTER GAN,გ
0x10D3,4307,GEORGIAN LETTER DON,დ
0x10D4,4308,GEORGIAN LETTER EN,ე
0x10D5,4309,GEORGIAN LETTER VIN,ვ
0x10D6,4310,GEORGIAN LETTER ZEN,ზ
0x10D7,4311,GEORGIAN LETTER TAN,თ
0x10D8,4312,GEORGIAN LETTER IN,ი
0x10D9,4313,GEORGIAN LETTER KAN,კ
0x10DA,4314,GEORGIAN LETTER LAS,ლ
0x10DB,4315,GEORGIAN LETTER MAN,მ
0x10DC,4316,GEORGIAN LETTER NAR,ნ
0x10DD,4317,GEORGIAN LETTER ON,ო
0x10DE,4318,GEORGIAN LETTER PAR,პ
0x10DF,4319,GEORGIAN LETTER ZHAR,ჟ
0x10E0,4320,GEORGIAN LETTER RAE,რ
0x10E1,4321,GEORGIAN LETTER SAN,ს
0x10E2,4322,GEORGIAN LETTER TAR,ტ
0x10E3,4323,GEORGIAN LETTER UN,უ
0x10E4,4324,GEORGIAN LETTER PHAR,ფ
0x10E5,4325,GEORGIAN LETTER KHAR,ქ
0x10E6,4326,GEORGIAN LETTER GHAN,ღ
0x10E7,4327,GEORGIAN LETTER QAR,ყ
0x10E8,4328,GEORGIAN LETTER SHIN,შ
0x10E9,4329,GEORGIAN LETTER CHIN,ჩ
0x10EA,4330,GEORGIAN LETTER CAN,ც
0x10EB,4331,GEORGIAN LETTER JIL,ძ
0x10EC,4332,GEORGIAN LETTER CIL,წ
0x10ED,4333,GEORGIAN LETTER CHAR,ჭ
0x10EE,4334,GEORGIAN LETTER XAN,ხ
0x10EF,4335,GEORGIAN LETTER JHAN,ჯ
0x10F0,4336,GEORGIAN LETTER HAE,ჰ
0x10F1,4337,GEORGIAN LETTER HE,ჱ
0x10F2,4338,GEORGIAN LETTER HIE,ჲ
0x10F3,4339,GEORGIAN LETTER WE,ჳ
0x10F4,4340,GEORGIAN LETTER HAR,ჴ
0x10F5,4341,GEORGIAN LETTER HOE,ჵ
0x10F6,4342,GEORGIAN LETTER FI,ჶ
0x10FB,4347,GEORGIAN PARAGRAPH SEPARATOR,჻
,,,
0x1100,4352,HANGUL CHOSEONG KIYEOK,ᄀ
0x1101,4353,HANGUL CHOSEONG SSANGKIYEOK,ᄁ
0x1102,4354,HANGUL CHOSEONG NIEUN,ᄂ
0x1103,4355,HANGUL CHOSEONG TIKEUT,ᄃ
0x1104,4356,HANGUL CHOSEONG SSANGTIKEUT,ᄄ
0x1105,4357,HANGUL CHOSEONG RIEUL,ᄅ
0x1106,4358,HANGUL CHOSEONG MIEUM,ᄆ
0x1107,4359,HANGUL CHOSEONG PIEUP,ᄇ
0x1108,4360,HANGUL CHOSEONG SSANGPIEUP,ᄈ
0x1109,4361,HANGUL CHOSEONG SIOS,ᄉ
0x110A,4362,HANGUL CHOSEONG SSANGSIOS,ᄊ
0x110B,4363,HANGUL CHOSEONG IEUNG,ᄋ
0x110C,4364,HANGUL CHOSEONG CIEUC,ᄌ
0x110D,4365,HANGUL CHOSEONG SSANGCIEUC,ᄍ
0x110E,4366,HANGUL CHOSEONG CHIEUCH,ᄎ
0x110F,4367,HANGUL CHOSEONG KHIEUKH,ᄏ
0x1110,4368,HANGUL CHOSEONG THIEUTH,ᄐ
0x1111,4369,HANGUL CHOSEONG PHIEUPH,ᄑ
0x1112,4370,HANGUL CHOSEONG HIEUH,ᄒ
0x1113,4371,HANGUL CHOSEONG NIEUN-KIYEOK,ᄓ
0x1114,4372,HANGUL CHOSEONG SSANGNIEUN,ᄔ
0x1115,4373,HANGUL CHOSEONG NIEUN-TIKEUT,ᄕ
0x1116,4374,HANGUL CHOSEONG NIEUN-PIEUP,ᄖ
0x1117,4375,HANGUL CHOSEONG TIKEUT-KIYEOK,ᄗ
0x1118,4376,HANGUL CHOSEONG RIEUL-NIEUN,ᄘ
0x1119,4377,HANGUL CHOSEONG SSANGRIEUL,ᄙ
0x111A,4378,HANGUL CHOSEONG RIEUL-HIEUH,ᄚ
0x111B,4379,HANGUL CHOSEONG KAPYEOUNRIEUL,ᄛ
0x111C,4380,HANGUL CHOSEONG MIEUM-PIEUP,ᄜ
0x111D,4381,HANGUL CHOSEONG KAPYEOUNMIEUM,ᄝ
0x111E,4382,HANGUL CHOSEONG PIEUP-KIYEOK,ᄞ
0x111F,4383,HANGUL CHOSEONG PIEUP-NIEUN,ᄟ
0x1120,4384,HANGUL CHOSEONG PIEUP-TIKEUT,ᄠ
0x1121,4385,HANGUL CHOSEONG PIEUP-SIOS,ᄡ
0x1122,4386,HANGUL CHOSEONG PIEUP-SIOS-KIYEOK,ᄢ
0x1123,4387,HANGUL CHOSEONG PIEUP-SIOS-TIKEUT,ᄣ
0x1124,4388,HANGUL CHOSEONG PIEUP-SIOS-PIEUP,ᄤ
0x1125,4389,HANGUL CHOSEONG PIEUP-SSANGSIOS,ᄥ
0x1126,4390,HANGUL CHOSEONG PIEUP-SIOS-CIEUC,ᄦ
0x1127,4391,HANGUL CHOSEONG PIEUP-CIEUC,ᄧ
0x1128,4392,HANGUL CHOSEONG PIEUP-CHIEUCH,ᄨ
0x1129,4393,HANGUL CHOSEONG PIEUP-THIEUTH,ᄩ
0x112A,4394,HANGUL CHOSEONG PIEUP-PHIEUPH,ᄪ
0x112B,4395,HANGUL CHOSEONG KAPYEOUNPIEUP,ᄫ
0x112C,4396,HANGUL CHOSEONG KAPYEOUNSSANGPIEUP,ᄬ
0x112D,4397,HANGUL CHOSEONG SIOS-KIYEOK,ᄭ
0x112E,4398,HANGUL CHOSEONG SIOS-NIEUN,ᄮ
0x112F,4399,HANGUL CHOSEONG SIOS-TIKEUT,ᄯ
0x1130,4400,HANGUL CHOSEONG SIOS-RIEUL,ᄰ
0x1131,4401,HANGUL CHOSEONG SIOS-MIEUM,ᄱ
0x1132,4402,HANGUL CHOSEONG SIOS-PIEUP,ᄲ
0x1133,4403,HANGUL CHOSEONG SIOS-PIEUP-KIYEOK,ᄳ
0x1134,4404,HANGUL CHOSEONG SIOS-SSANGSIOS,ᄴ
0x1135,4405,HANGUL CHOSEONG SIOS-IEUNG,ᄵ
0x1136,4406,HANGUL CHOSEONG SIOS-CIEUC,ᄶ
0x1137,4407,HANGUL CHOSEONG SIOS-CHIEUCH,ᄷ
0x1138,4408,HANGUL CHOSEONG SIOS-KHIEUKH,ᄸ
0x1139,4409,HANGUL CHOSEONG SIOS-THIEUTH,ᄹ
0x113A,4410,HANGUL CHOSEONG SIOS-PHIEUPH,ᄺ
0x113B,4411,HANGUL CHOSEONG SIOS-HIEUH,ᄻ
0x113C,4412,HANGUL CHOSEONG CHITUEUMSIOS,ᄼ
0x113D,4413,HANGUL CHOSEONG CHITUEUMSSANGSIOS,ᄽ
0x113E,4414,HANGUL CHOSEONG CEONGCHIEUMSIOS,ᄾ
0x113F,4415,HANGUL CHOSEONG CEONGCHIEUMSSANGSIOS,ᄿ
0x1140,4416,HANGUL CHOSEONG PANSIOS,ᅀ
0x1141,4417,HANGUL CHOSEONG IEUNG-KIYEOK,ᅁ
0x1142,4418,HANGUL CHOSEONG IEUNG-TIKEUT,ᅂ
0x1143,4419,HANGUL CHOSEONG IEUNG-MIEUM,ᅃ
0x1144,4420,HANGUL CHOSEONG IEUNG-PIEUP,ᅄ
0x1145,4421,HANGUL CHOSEONG IEUNG-SIOS,ᅅ
0x1146,4422,HANGUL CHOSEONG IEUNG-PANSIOS,ᅆ
0x1147,4423,HANGUL CHOSEONG SSANGIEUNG,ᅇ
0x1148,4424,HANGUL CHOSEONG IEUNG-CIEUC,ᅈ
0x1149,4425,HANGUL CHOSEONG IEUNG-CHIEUCH,ᅉ
0x114A,4426,HANGUL CHOSEONG IEUNG-THIEUTH,ᅊ
0x114B,4427,HANGUL CHOSEONG IEUNG-PHIEUPH,ᅋ
0x114C,4428,HANGUL CHOSEONG YESIEUNG,ᅌ
0x114D,4429,HANGUL CHOSEONG CIEUC-IEUNG,ᅍ
0x114E,4430,HANGUL CHOSEONG CHITUEUMCIEUC,ᅎ
0x114F,4431,HANGUL CHOSEONG CHITUEUMSSANGCIEUC,ᅏ
0x1150,4432,HANGUL CHOSEONG CEONGCHIEUMCIEUC,ᅐ
0x1151,4433,HANGUL CHOSEONG CEONGCHIEUMSSANGCIEUC,ᅑ
0x1152,4434,HANGUL CHOSEONG CHIEUCH-KHIEUKH,ᅒ
0x1153,4435,HANGUL CHOSEONG CHIEUCH-HIEUH,ᅓ
0x1154,4436,HANGUL CHOSEONG CHITUEUMCHIEUCH,ᅔ
0x1155,4437,HANGUL CHOSEONG CEONGCHIEUMCHIEUCH,ᅕ
0x1156,4438,HANGUL CHOSEONG PHIEUPH-PIEUP,ᅖ
0x1157,4439,HANGUL CHOSEONG KAPYEOUNPHIEUPH,ᅗ
0x1158,4440,HANGUL CHOSEONG SSANGHIEUH,ᅘ
0x1159,4441,HANGUL CHOSEONG YEORINHIEUH,ᅙ
0x115F,4447,HANGUL CHOSEONG FILLER,ᅟ
0x1160,4448,HANGUL JUNGSEONG FILLER,ᅠ
0x1161,4449,HANGUL JUNGSEONG A,ᅡ
0x1162,4450,HANGUL JUNGSEONG AE,ᅢ
0x1163,4451,HANGUL JUNGSEONG YA,ᅣ
0x1164,4452,HANGUL JUNGSEONG YAE,ᅤ
0x1165,4453,HANGUL JUNGSEONG EO,ᅥ
0x1166,4454,HANGUL JUNGSEONG E,ᅦ
0x1167,4455,HANGUL JUNGSEONG YEO,ᅧ
0x1168,4456,HANGUL JUNGSEONG YE,ᅨ
0x1169,4457,HANGUL JUNGSEONG O,ᅩ
0x116A,4458,HANGUL JUNGSEONG WA,ᅪ
0x116B,4459,HANGUL JUNGSEONG WAE,ᅫ
0x116C,4460,HANGUL JUNGSEONG OE,ᅬ
0x116D,4461,HANGUL JUNGSEONG YO,ᅭ
0x116E,4462,HANGUL JUNGSEONG U,ᅮ
0x116F,4463,HANGUL JUNGSEONG WEO,ᅯ
0x1170,4464,HANGUL JUNGSEONG WE,ᅰ
0x1171,4465,HANGUL JUNGSEONG WI,ᅱ
0x1172,4466,HANGUL JUNGSEONG YU,ᅲ
0x1173,4467,HANGUL JUNGSEONG EU,ᅳ
0x1174,4468,HANGUL JUNGSEONG YI,ᅴ
0x1175,4469,HANGUL JUNGSEONG I,ᅵ
0x1176,4470,HANGUL JUNGSEONG A-O,ᅶ
0x1177,4471,HANGUL JUNGSEONG A-U,ᅷ
0x1178,4472,HANGUL JUNGSEONG YA-O,ᅸ
0x1179,4473,HANGUL JUNGSEONG YA-YO,ᅹ
0x117A,4474,HANGUL JUNGSEONG EO-O,ᅺ
0x117B,4475,HANGUL JUNGSEONG EO-U,ᅻ
0x117C,4476,HANGUL JUNGSEONG EO-EU,ᅼ
0x117D,4477,HANGUL JUNGSEONG YEO-O,ᅽ
0x117E,4478,HANGUL JUNGSEONG YEO-U,ᅾ
0x117F,4479,HANGUL JUNGSEONG O-EO,ᅿ
0x1180,4480,HANGUL JUNGSEONG O-E,ᆀ
0x1181,4481,HANGUL JUNGSEONG O-YE,ᆁ
0x1182,4482,HANGUL JUNGSEONG O-O,ᆂ
0x1183,4483,HANGUL JUNGSEONG O-U,ᆃ
0x1184,4484,HANGUL JUNGSEONG YO-YA,ᆄ
0x1185,4485,HANGUL JUNGSEONG YO-YAE,ᆅ
0x1186,4486,HANGUL JUNGSEONG YO-YEO,ᆆ
0x1187,4487,HANGUL JUNGSEONG YO-O,ᆇ
0x1188,4488,HANGUL JUNGSEONG YO-I,ᆈ
0x1189,4489,HANGUL JUNGSEONG U-A,ᆉ
0x118A,4490,HANGUL JUNGSEONG U-AE,ᆊ
0x118B,4491,HANGUL JUNGSEONG U-EO-EU,ᆋ
0x118C,4492,HANGUL JUNGSEONG U-YE,ᆌ
0x118D,4493,HANGUL JUNGSEONG U-U,ᆍ
0x118E,4494,HANGUL JUNGSEONG YU-A,ᆎ
0x118F,4495,HANGUL JUNGSEONG YU-EO,ᆏ
0x1190,4496,HANGUL JUNGSEONG YU-E,ᆐ
0x1191,4497,HANGUL JUNGSEONG YU-YEO,ᆑ
0x1192,4498,HANGUL JUNGSEONG YU-YE,ᆒ
0x1193,4499,HANGUL JUNGSEONG YU-U,ᆓ
0x1194,4500,HANGUL JUNGSEONG YU-I,ᆔ
0x1195,4501,HANGUL JUNGSEONG EU-U,ᆕ
0x1196,4502,HANGUL JUNGSEONG EU-EU,ᆖ
0x1197,4503,HANGUL JUNGSEONG YI-U,ᆗ
0x1198,4504,HANGUL JUNGSEONG I-A,ᆘ
0x1199,4505,HANGUL JUNGSEONG I-YA,ᆙ
0x119A,4506,HANGUL JUNGSEONG I-O,ᆚ
0x119B,4507,HANGUL JUNGSEONG I-U,ᆛ
0x119C,4508,HANGUL JUNGSEONG I-EU,ᆜ
0x119D,4509,HANGUL JUNGSEONG I-ARAEA,ᆝ
0x119E,4510,HANGUL JUNGSEONG ARAEA,ᆞ
0x119F,4511,HANGUL JUNGSEONG ARAEA-EO,ᆟ
0x11A0,4512,HANGUL JUNGSEONG ARAEA-U,ᆠ
0x11A1,4513,HANGUL JUNGSEONG ARAEA-I,ᆡ
0x11A2,4514,HANGUL JUNGSEONG SSANGARAEA,ᆢ
0x11A8,4520,HANGUL JONGSEONG KIYEOK,ᆨ
0x11A9,4521,HANGUL JONGSEONG SSANGKIYEOK,ᆩ
0x11AA,4522,HANGUL JONGSEONG KIYEOK-SIOS,ᆪ
0x11AB,4523,HANGUL JONGSEONG NIEUN,ᆫ
0x11AC,4524,HANGUL JONGSEONG NIEUN-CIEUC,ᆬ
0x11AD,4525,HANGUL JONGSEONG NIEUN-HIEUH,ᆭ
0x11AE,4526,HANGUL JONGSEONG TIKEUT,ᆮ
0x11AF,4527,HANGUL JONGSEONG RIEUL,ᆯ
0x11B0,4528,HANGUL JONGSEONG RIEUL-KIYEOK,ᆰ
0x11B1,4529,HANGUL JONGSEONG RIEUL-MIEUM,ᆱ
0x11B2,4530,HANGUL JONGSEONG RIEUL-PIEUP,ᆲ
0x11B3,4531,HANGUL JONGSEONG RIEUL-SIOS,ᆳ
0x11B4,4532,HANGUL JONGSEONG RIEUL-THIEUTH,ᆴ
